,rendered_character,period,image_ID,dataset,SVG description length
10448,摒,Traditional,14,traditional,6463
10449,恨,Traditional,48,traditional,4528
10450,栈,Simplified,栈,SimSun,3866
10451,集,Oracle,J09533,hzy,3612
10452,瀆,Traditional,瀆,SimSun,3695
10453,勇,Simplified,勇,Hiragino Sans GB,2848
10454,哥,Simplified,哥,Hiragino Sans GB,1609
10455,盏,Seal,S00248,hzy,3268
10456,律,Traditional,律,Hiragino Sans GB,1754
10457,熄,Seal,S07299,hzy,3574
10458,镬,Simplified,镬,Hiragino Sans GB,3563
10459,搀,Seal,S09096,hzy,5041
10460,湧,Traditional,湧,Hiragino Sans GB,3419
10461,鼻,Traditional,鼻,Hiragino Sans GB,2403
10462,挡,Simplified,挡,Hiragino Sans GB,1870
10463,瞿,Simplified,瞿,Hiragino Sans GB,2748
10464,通,Simplified,74,casia,4832
10465,诱,Simplified,16,casia,4429
10466,靨,Traditional,32,traditional,6186
10467,次,Simplified,136,casia,3996
10468,吼,Simplified,吼,SimSun,2358
10469,溃,Seal,S08135,hzy,4208
10470,歉,Traditional,29,traditional,8103
10471,戎,Traditional,戎,SimSun,3315
10472,蔗,Simplified,10,casia,3951
10473,藐,Traditional,藐,Hiragino Sans GB,3703
10474,则,Seal,S03155,hzy,2835
10475,员,Simplified,103,casia,3774
10476,國,Traditional,國,SimSun,3138
10477,決,Traditional,決,Hiragino Sans GB,2351
10478,擦,Simplified,擦,SimSun,4800
10479,坯,Simplified,74,casia,3771
10480,陌,Traditional,陌,SimSun,2577
10481,陸,Traditional,6,traditional,4927
10482,廿,Traditional,廿,Hiragino Sans GB,889
10483,冷,Simplified,冷,Hiragino Sans GB,2451
10484,原,Bronze,B15685,hzy,2611
10485,节,Simplified,节,Hiragino Sans GB,1110
10486,司,Oracle,J21070,hzy,1854
10487,敢,Simplified,敢,Hiragino Sans GB,3224
10488,阜,Simplified,阜,Hiragino Sans GB,1688
10489,虧,Traditional,虧,SimSun,4731
10490,減,Traditional,45,traditional,5315
10491,知,Traditional,知,Hiragino Sans GB,1982
10492,勳,Traditional,21,traditional,7289
10493,逾,Simplified,逾,Hiragino Sans GB,2691
10494,辞,Simplified,40,casia,4301
10495,忘,Traditional,忘,Hiragino Sans GB,1813
10496,诸,Simplified,48,casia,4865
10497,幕,Seal,S05578,hzy,3937
10498,猛,Traditional,猛,SimSun,4002
10499,糊,Simplified,70,casia,4561
10500,啥,Simplified,41,casia,4146
10501,毫,Simplified,毫,SimSun,3095
10502,渴,Traditional,渴,Hiragino Sans GB,3067
10503,兮,Traditional,兮,SimSun,2314
10504,全,Simplified,50,casia,3239
10505,螞,Traditional,螞,Hiragino Sans GB,2714
10506,盂,Traditional,盂,Hiragino Sans GB,1633
10507,沁,Traditional,3,traditional,2659
10508,林,Traditional,林,SimSun,2681
10509,美,Simplified,美,Hiragino Sans GB,2242
10510,自,Oracle,J08184,hzy,2802
10511,橙,Simplified,89,casia,5626
10512,煽,Simplified,38,casia,5558
10513,粟,Simplified,粟,Hiragino Sans GB,2769
10514,蒜,Traditional,蒜,Hiragino Sans GB,2131
10515,渣,Simplified,渣,Hiragino Sans GB,2390
10516,洲,Simplified,洲,Hiragino Sans GB,2348
10517,綏,Traditional,15,traditional,6176
10518,必,Simplified,必,Hiragino Sans GB,2334
10519,嚏,Traditional,19,traditional,7000
10520,瞼,Traditional,瞼,SimSun,3687
10521,晦,Traditional,40,traditional,5631
10522,忠,Traditional,忠,Hiragino Sans GB,1901
10523,铭,Bronze,B19357,hzy,3878
10524,牺,Simplified,牺,SimSun,3095
10525,书,Bronze,B04371,hzy,3170
10526,候,Simplified,候,SimSun,3145
10527,斟,Traditional,40,traditional,5118
10528,民,Traditional,民,Hiragino Sans GB,2089
10529,漫,Traditional,漫,Hiragino Sans GB,3325
10530,儉,Traditional,35,traditional,5997
10531,给,Simplified,给,SimSun,3348
10532,薛,Traditional,薛,SimSun,3231
10533,丸,Simplified,丸,SimSun,2329
10534,瘡,Traditional,45,traditional,5887
10535,蜂,Simplified,92,casia,4572
10536,荤,Simplified,53,casia,4117
10537,狄,Traditional,狄,SimSun,2606
10538,採,Traditional,43,traditional,4388
10539,踩,Simplified,踩,SimSun,4172
10540,深,Seal,S07949,hzy,4392
10541,署,Traditional,14,traditional,5303
10542,求,Traditional,求,Hiragino Sans GB,2245
10543,竺,Seal,S10130,hzy,2289
10544,种,Simplified,种,Hiragino Sans GB,1865
10545,懲,Traditional,懲,SimSun,4688
10546,鸭,Simplified,鸭,Hiragino Sans GB,2236
10547,浓,Simplified,浓,Hiragino Sans GB,2924
10548,瞎,Traditional,瞎,Hiragino Sans GB,1886
10549,七,Simplified,七,SimSun,1812
10550,牛,Seal,S00814,hzy,1456
10551,是,Bronze,B01962,hzy,2357
10552,三,Simplified,三,Hiragino Sans GB,780
10553,妆,Simplified,妆,Hiragino Sans GB,2821
10554,胶,Seal,S03123,hzy,4274
10555,位,Traditional,31,traditional,4361
10556,厌,Simplified,厌,SimSun,2205
10557,燙,Traditional,燙,SimSun,4579
10558,囔,Traditional,囔,SimSun,5387
10559,鼾,Simplified,鼾,SimSun,3325
10560,巨,Simplified,57,casia,3197
10561,岁,Simplified,岁,SimSun,2627
10562,曲,Traditional,45,traditional,5228
10563,弯,Simplified,弯,SimSun,2649
10564,花,Simplified,花,SimSun,2595
10565,池,Simplified,池,SimSun,2810
10566,令,Oracle,J21136,hzy,2178
10567,豆,Bronze,B07341,hzy,2566
10568,咒,Traditional,31,traditional,3783
10569,苦,Seal,S00377,hzy,2571
10570,腕,Traditional,13,traditional,5412
10571,萤,Simplified,90,casia,4095
10572,炸,Traditional,炸,SimSun,2417
10573,毒,Simplified,毒,Hiragino Sans GB,2494
10574,宇,Simplified,88,casia,3249
10575,芸,Simplified,4,casia,3703
10576,室,Seal,S05210,hzy,2951
10577,苇,Simplified,苇,SimSun,2068
10578,满,Simplified,满,Hiragino Sans GB,2960
10579,穿,Simplified,穿,Hiragino Sans GB,2632
10580,及,Traditional,2,traditional,4575
10581,槨,Traditional,12,traditional,5462
10582,矣,Traditional,矣,SimSun,3256
10583,篷,Simplified,43,casia,4725
10584,尖,Simplified,尖,Hiragino Sans GB,2225
10585,眨,Traditional,眨,Hiragino Sans GB,1988
10586,爷,Simplified,爷,SimSun,2642
10587,暧,Simplified,55,casia,5174
10588,熙,Simplified,熙,SimSun,3249
10589,娴,Simplified,娴,Hiragino Sans GB,3109
10590,韌,Traditional,韌,SimSun,3846
10591,窃,Seal,S05154,hzy,5497
10592,嘲,Traditional,9,traditional,6143
10593,厦,Seal,S06768,hzy,4777
10594,赌,Seal,S04582,hzy,4023
10595,嗣,Bronze,B02735,hzy,3521
10596,衍,Oracle,J24243,hzy,2888
10597,引,Traditional,引,Hiragino Sans GB,1385
10598,挛,Simplified,挛,SimSun,2953
10599,雲,Traditional,雲,SimSun,3004
10600,挠,Simplified,挠,SimSun,3470
10601,乎,Simplified,乎,SimSun,2245
10602,综,Simplified,93,casia,4591
10603,右,Traditional,右,SimSun,1964
10604,制,Seal,S03201,hzy,2805
10605,彦,Simplified,彦,Hiragino Sans GB,3327
10606,宣,Oracle,J17492,hzy,2345
10607,纯,Simplified,纯,SimSun,2848
10608,蛙,Traditional,蛙,SimSun,3026
10609,桌,Simplified,100,casia,4330
10610,溪,Traditional,溪,Hiragino Sans GB,3821
10611,奄,Simplified,奄,Hiragino Sans GB,2721
10612,介,Simplified,介,Hiragino Sans GB,1655
10613,叁,Simplified,叁,SimSun,2801
10614,蜀,Traditional,蜀,Hiragino Sans GB,2899
10615,畦,Traditional,畦,Hiragino Sans GB,1443
10616,迭,Traditional,35,traditional,5418
10617,幡,Traditional,幡,Hiragino Sans GB,2751
10618,敖,Seal,S02877,hzy,3389
10619,形,Simplified,形,SimSun,2701
10620,鎊,Traditional,鎊,SimSun,4405
10621,项,Simplified,123,casia,4567
10622,黑,Traditional,黑,Hiragino Sans GB,2145
10623,乱,Simplified,103,casia,4530
10624,乔,Seal,S07493,hzy,2735
10625,狐,Traditional,32,traditional,5277
10626,恢,Seal,S07625,hzy,3118
10627,哩,Simplified,127,casia,4566
10628,必,Traditional,必,SimSun,2557
10629,趴,Traditional,趴,SimSun,3101
10630,看,Traditional,看,Hiragino Sans GB,2516
10631,竺,Traditional,12,traditional,4630
10632,蕭,Traditional,蕭,Hiragino Sans GB,2335
10633,增,Traditional,增,SimSun,3365
10634,修,Traditional,修,SimSun,3903
10635,皓,Simplified,皓,SimSun,2789
10636,媽,Traditional,媽,SimSun,3968
10637,撸,Simplified,11,casia,5483
10638,侧,Simplified,侧,Hiragino Sans GB,2034
10639,骰,Simplified,骰,Hiragino Sans GB,2881
10640,繁,Simplified,繁,Hiragino Sans GB,5346
10641,璞,Simplified,26,casia,5102
10642,泽,Simplified,泽,Hiragino Sans GB,2378
10643,左,Traditional,左,SimSun,2144
10644,犀,Simplified,79,casia,3833
10645,欧,Simplified,欧,SimSun,3740
10646,随,Seal,S01224,hzy,5051
10647,素,Traditional,39,traditional,3991
10648,而,Simplified,56,casia,3709
10649,养,Bronze,B07938,hzy,3118
10650,哉,Simplified,113,casia,3565
10651,密,Simplified,密,SimSun,3162
10652,彥,Traditional,彥,Hiragino Sans GB,4277
10653,掘,Simplified,96,casia,4981
10654,项,Simplified,项,SimSun,2920
10655,程,Simplified,程,SimSun,3111
10656,靴,Simplified,靴,SimSun,3583
10657,存,Simplified,存,Hiragino Sans GB,1898
10658,攔,Traditional,8,traditional,6233
10659,赞,Simplified,赞,Hiragino Sans GB,3469
10660,它,Traditional,它,SimSun,1955
10661,什,Seal,S05782,hzy,1467
10662,构,Simplified,构,SimSun,3152
10663,梨,Simplified,123,casia,3669
10664,编,Seal,S09758,hzy,4519
10665,砂,Simplified,砂,Hiragino Sans GB,2477
10666,心,Traditional,心,Hiragino Sans GB,1805
10667,瓤,Traditional,44,traditional,7010
10668,糟,Traditional,25,traditional,6001
10669,壁,Traditional,壁,SimSun,3492
10670,拧,Simplified,68,casia,4160
10671,疤,Traditional,3,traditional,5156
10672,鱉,Traditional,鱉,Hiragino Sans GB,4377
10673,久,Simplified,4,casia,3120
10674,趟,Simplified,52,casia,5877
10675,緯,Traditional,緯,SimSun,4312
10676,港,Traditional,港,Hiragino Sans GB,2881
10677,咽,Simplified,咽,SimSun,2310
10678,荤,Seal,S00325,hzy,3404
10679,誰,Traditional,誰,SimSun,3261
10680,炸,Simplified,20,casia,3389
10681,痣,Traditional,痣,Hiragino Sans GB,2568
10682,州,Traditional,州,Hiragino Sans GB,1670
10683,寻,Simplified,寻,Hiragino Sans GB,1148
10684,翌,Traditional,翌,SimSun,3540
10685,宰,Simplified,宰,SimSun,2500
10686,杉,Simplified,93,casia,4225
10687,雀,Simplified,16,casia,4215
10688,碗,Traditional,碗,SimSun,4104
10689,式,Simplified,106,casia,3068
10690,俑,Simplified,24,casia,4841
10691,康,Traditional,康,Hiragino Sans GB,3012
10692,囚,Traditional,42,traditional,3948
10693,良,Simplified,79,casia,4083
10694,姿,Traditional,姿,SimSun,4171
10695,录,Bronze,B10941,hzy,2678
10696,歪,Simplified,歪,SimSun,2801
10697,宋,Simplified,宋,SimSun,2338
10698,升,Traditional,25,traditional,3241
10699,污,Traditional,污,Hiragino Sans GB,1889
10700,潛,Traditional,潛,Hiragino Sans GB,3091
10701,在,Simplified,在,SimSun,2367
10702,煉,Traditional,15,traditional,5844
10703,定,Simplified,定,Hiragino Sans GB,1803
10704,穆,Simplified,穆,SimSun,4621
10705,徐,Traditional,徐,Hiragino Sans GB,2702
10706,潑,Traditional,16,traditional,6474
10707,葷,Traditional,0,traditional,5166
10708,奔,Bronze,B15077,hzy,3099
10709,概,Traditional,概,SimSun,3902
10710,蓬,Traditional,蓬,Hiragino Sans GB,2952
10711,汞,Simplified,汞,Hiragino Sans GB,2177
10712,鼠,Traditional,鼠,Hiragino Sans GB,2505
10713,设,Simplified,设,Hiragino Sans GB,2447
10714,黝,Traditional,黝,SimSun,4760
10715,鼠,Simplified,鼠,Hiragino Sans GB,2505
10716,湄,Traditional,湄,Hiragino Sans GB,2622
10717,津,Traditional,津,SimSun,2673
10718,痴,Seal,S05471,hzy,3826
10719,輪,Traditional,35,traditional,8273
10720,贊,Traditional,贊,SimSun,4663
10721,穩,Traditional,23,traditional,7013
10722,朔,Simplified,29,casia,4905
10723,佐,Traditional,佐,SimSun,3146
10724,閭,Traditional,33,traditional,4607
10725,期,Simplified,期,Hiragino Sans GB,2562
10726,龄,Simplified,龄,SimSun,3834
10727,娃,Traditional,娃,SimSun,3304
10728,酒,Simplified,酒,Hiragino Sans GB,2377
10729,尻,Simplified,尻,SimSun,2394
10730,乍,Simplified,33,casia,2552
10731,輩,Traditional,輩,SimSun,2961
10732,序,Traditional,序,Hiragino Sans GB,2153
10733,嘎,Traditional,40,traditional,5791
10734,灼,Seal,S07324,hzy,2721
10735,身,Seal,S05974,hzy,2603
10736,牺,Simplified,22,casia,4863
10737,及,Simplified,及,Hiragino Sans GB,2612
10738,漆,Traditional,漆,SimSun,4126
10739,這,Traditional,15,traditional,4624
10740,嗨,Simplified,嗨,Hiragino Sans GB,3110
10741,績,Traditional,24,traditional,5071
10742,譯,Traditional,譯,SimSun,3996
10743,瞌,Traditional,36,traditional,6525
10744,舰,Simplified,舰,SimSun,2716
10745,泡,Simplified,泡,SimSun,3378
10746,魄,Traditional,魄,SimSun,3575
10747,微,Simplified,微,SimSun,4006
10748,擺,Traditional,31,traditional,7160
10749,幅,Traditional,幅,SimSun,2479
10750,氛,Traditional,氛,SimSun,3124
10751,左,Traditional,左,Hiragino Sans GB,1733
10752,煮,Simplified,煮,SimSun,3284
10753,馋,Simplified,40,casia,5026
10754,勻,Traditional,17,traditional,2515
10755,松,Simplified,松,Hiragino Sans GB,2897
10756,烈,Seal,S07273,hzy,3404
10757,敵,Traditional,21,traditional,7243
10758,痛,Traditional,痛,Hiragino Sans GB,2684
10759,珠,Simplified,珠,Hiragino Sans GB,2566
10760,祈,Traditional,祈,SimSun,2454
10761,盡,Traditional,盡,Hiragino Sans GB,2562
10762,种,Simplified,63,casia,4055
10763,齋,Traditional,齋,Hiragino Sans GB,2844
10764,才,Simplified,才,Hiragino Sans GB,1418
10765,脯,Seal,S03075,hzy,3446
10766,痂,Simplified,痂,Hiragino Sans GB,2270
10767,剑,Simplified,56,casia,3972
10768,爽,Seal,S02393,hzy,3480
10769,宣,Seal,S05211,hzy,2229
10770,璽,Traditional,34,traditional,6208
10771,喉,Simplified,喉,Hiragino Sans GB,2687
10772,硬,Simplified,108,casia,5255
10773,赋,Simplified,赋,SimSun,2905
10774,諜,Traditional,7,traditional,5693
10775,镉,Simplified,2,casia,5406
10776,较,Bronze,B19590,hzy,4844
10777,鼻,Simplified,69,casia,4135
10778,作,Traditional,1,traditional,3691
10779,伏,Traditional,伏,SimSun,2431
10780,午,Traditional,4,traditional,2815
10781,模,Traditional,模,SimSun,3574
10782,舀,Simplified,66,casia,3808
10783,嗅,Traditional,35,traditional,5637
10784,耳,Seal,S08769,hzy,1515
10785,討,Traditional,討,SimSun,2488
10786,浸,Simplified,95,casia,4320
10787,鱼,Simplified,129,casia,3343
10788,耽,Simplified,耽,Hiragino Sans GB,2418
10789,状,Simplified,状,SimSun,2314
10790,茬,Simplified,茬,Hiragino Sans GB,1709
10791,署,Traditional,署,SimSun,3662
10792,忘,Simplified,忘,SimSun,2043
10793,拮,Simplified,拮,Hiragino Sans GB,1710
10794,順,Traditional,順,SimSun,2606
10795,候,Simplified,候,Hiragino Sans GB,2512
10796,嘻,Simplified,嘻,Hiragino Sans GB,2247
10797,涓,Seal,S08047,hzy,2916
10798,崇,Traditional,崇,SimSun,3256
10799,適,Traditional,19,traditional,5977
10800,漂,Simplified,漂,SimSun,3685
10801,河,Oracle,J24150,hzy,1616
10802,傅,Seal,S05757,hzy,3995
10803,闲,Bronze,B16209,hzy,3534
10804,淘,Traditional,淘,Hiragino Sans GB,2698
10805,尹,Traditional,尹,SimSun,1919
10806,湧,Traditional,湧,SimSun,3801
10807,播,Simplified,播,Hiragino Sans GB,3196
10808,汉,Bronze,B15503,hzy,4854
10809,起,Traditional,27,traditional,5090
10810,铂,Simplified,铂,Hiragino Sans GB,1999
10811,虾,Simplified,虾,Hiragino Sans GB,2090
10812,芜,Simplified,143,casia,3907
10813,蹈,Traditional,蹈,SimSun,4050
10814,嗜,Traditional,42,traditional,5366
10815,琉,Traditional,琉,Hiragino Sans GB,2544
10816,走,Simplified,走,SimSun,2316
10817,中,Simplified,77,casia,2663
10818,揍,Simplified,141,casia,5439
10819,捆,Simplified,捆,Hiragino Sans GB,2178
10820,婴,Bronze,B17061,hzy,3084
10821,宇,Traditional,宇,Hiragino Sans GB,1247
10822,駑,Traditional,39,traditional,4844
10823,泉,Traditional,21,traditional,4567
10824,逸,Simplified,逸,Hiragino Sans GB,3546
10825,完,Seal,S05241,hzy,2338
10826,宽,Simplified,35,casia,4650
10827,锋,Simplified,锋,Hiragino Sans GB,3214
10828,湖,Simplified,湖,SimSun,3082
10829,患,Simplified,34,casia,4144
10830,咂,Simplified,咂,Hiragino Sans GB,1287
10831,橫,Traditional,橫,Hiragino Sans GB,2885
10832,哆,Seal,S00882,hzy,3076
10833,康,Simplified,康,SimSun,3285
10834,鎂,Traditional,36,traditional,6092
10835,扦,Traditional,扦,SimSun,2166
10836,奉,Bronze,B03344,hzy,3217
10837,麦,Simplified,麦,SimSun,2749
10838,菁,Traditional,菁,Hiragino Sans GB,1726
10839,加,Simplified,加,Hiragino Sans GB,1515
10840,田,Seal,S10314,hzy,2314
10841,恭,Traditional,45,traditional,3849
10842,遁,Traditional,遁,SimSun,3464
10843,供,Simplified,供,SimSun,2481
10844,桶,Traditional,桶,Hiragino Sans GB,2721
10845,铅,Seal,S10420,hzy,2941
10846,詮,Traditional,56,traditional,5260
10847,歌,Traditional,歌,Hiragino Sans GB,2957
10848,誦,Traditional,54,traditional,7121
10849,類,Traditional,29,traditional,6207
10850,散,Simplified,104,casia,5575
10851,苦,Traditional,苦,Hiragino Sans GB,1252
10852,灯,Simplified,136,casia,3301
10853,荷,Traditional,荷,SimSun,2668
10854,案,Simplified,121,casia,4632
10855,揉,Traditional,28,traditional,5584
10856,拎,Simplified,拎,SimSun,3599
10857,辱,Simplified,辱,SimSun,3412
10858,若,Simplified,若,Hiragino Sans GB,1872
10859,否,Simplified,120,casia,3251
10860,侠,Simplified,侠,SimSun,2861
10861,胯,Traditional,3,traditional,4646
10862,致,Simplified,致,Hiragino Sans GB,3363
10863,酷,Seal,S11047,hzy,4068
10864,昔,Simplified,昔,Hiragino Sans GB,1631
10865,糯,Simplified,糯,SimSun,3919
10866,膏,Traditional,膏,Hiragino Sans GB,2109
10867,萬,Traditional,萬,SimSun,2987
10868,翼,Traditional,35,traditional,5623
10869,菸,Simplified,3,casia,4382
10870,膘,Simplified,23,casia,5058
10871,褒,Simplified,18,casia,4761
10872,鍥,Traditional,16,traditional,6727
10873,咧,Traditional,37,traditional,4374
10874,灌,Simplified,灌,SimSun,4335
10875,映,Traditional,映,SimSun,2476
10876,麝,Simplified,麝,SimSun,5454
10877,咳,Simplified,43,casia,3820
10878,存,Simplified,123,casia,4243
10879,巩,Bronze,B03520,hzy,2571
10880,铜,Seal,S10423,hzy,2883
10881,瘋,Traditional,瘋,SimSun,3722
10882,咻,Simplified,35,casia,3923
10883,燴,Traditional,燴,Hiragino Sans GB,3645
10884,腔,Traditional,腔,SimSun,2685
10885,鹏,Simplified,17,casia,5435
10886,類,Traditional,類,Hiragino Sans GB,3641
10887,剎,Traditional,22,traditional,3382
10888,樸,Traditional,樸,Hiragino Sans GB,3373
10889,敢,Traditional,敢,SimSun,3866
10890,涵,Simplified,涵,SimSun,3352
10891,荤,Simplified,荤,SimSun,2881
10892,企,Simplified,54,casia,3294
10893,剖,Simplified,142,casia,4158
10894,建,Simplified,建,SimSun,3110
10895,呀,Simplified,呀,Hiragino Sans GB,1848
10896,坑,Simplified,坑,Hiragino Sans GB,1860
10897,咨,Seal,S00938,hzy,2876
10898,关,Simplified,关,Hiragino Sans GB,2268
10899,衍,Traditional,0,traditional,4344
10900,辍,Simplified,9,casia,5981
10901,慰,Seal,S07670,hzy,4295
10902,翩,Traditional,5,traditional,6652
10903,剁,Simplified,67,casia,3851
10904,逞,Traditional,逞,SimSun,2503
10905,至,Traditional,19,traditional,3990
10906,尺,Traditional,26,traditional,3673
10907,过,Simplified,过,SimSun,1862
10908,谀,Seal,S01777,hzy,3838
10909,茨,Traditional,茨,SimSun,3200
10910,鈦,Traditional,24,traditional,4903
10911,版,Simplified,版,Hiragino Sans GB,2628
10912,指,Traditional,指,SimSun,3040
10913,鮑,Traditional,鮑,Hiragino Sans GB,3718
10914,俭,Simplified,俭,SimSun,3137
10915,枢,Simplified,100,casia,4434
10916,吡,Simplified,吡,Hiragino Sans GB,1939
10917,地,Simplified,地,Hiragino Sans GB,2243
10918,凌,Simplified,凌,SimSun,3673
10919,刃,Simplified,刃,Hiragino Sans GB,1884
10920,儒,Simplified,儒,Hiragino Sans GB,2767
10921,摜,Traditional,摜,SimSun,4146
10922,环,Simplified,环,SimSun,2558
10923,猜,Traditional,猜,Hiragino Sans GB,2537
10924,虐,Traditional,虐,SimSun,3019
10925,渠,Simplified,渠,SimSun,3051
10926,荟,Simplified,荟,SimSun,3461
10927,刚,Simplified,11,casia,3208
10928,蔓,Simplified,141,casia,5351
10929,如,Bronze,B17060,hzy,2181
10930,斃,Traditional,斃,SimSun,4959
10931,朽,Traditional,28,traditional,3777
10932,跨,Traditional,47,traditional,5449
10933,仍,Simplified,仍,Hiragino Sans GB,2142
10934,帖,Simplified,29,casia,3996
10935,掣,Traditional,47,traditional,5166
10936,山,Simplified,山,Hiragino Sans GB,909
10937,胃,Traditional,33,traditional,4537
10938,毒,Traditional,毒,Hiragino Sans GB,2494
10939,拘,Traditional,拘,SimSun,2663
10940,馴,Traditional,馴,Hiragino Sans GB,2464
10941,肆,Traditional,43,traditional,6570
10942,段,Simplified,段,Hiragino Sans GB,2625
10943,嗒,Simplified,嗒,SimSun,2775
10944,可,Traditional,47,traditional,3268
10945,龜,Traditional,22,traditional,6640
10946,孰,Traditional,15,traditional,5635
10947,摊,Seal,S09104,hzy,5517
10948,希,Traditional,31,traditional,3569
10949,晋,Simplified,112,casia,4018
10950,询,Simplified,询,SimSun,2683
10951,行,Simplified,行,SimSun,1835
10952,京,Simplified,京,Hiragino Sans GB,1885
10953,綽,Traditional,27,traditional,5907
10954,毛,Traditional,35,traditional,3593
10955,闸,Simplified,闸,SimSun,2121
10956,票,Simplified,票,Hiragino Sans GB,2393
