,rendered_character,simplified_character,period,image_id,distinctiveness,nearest neighbours,perimetric_complexity,pixel_complexity
183,宜,宜,Bronze,B11675,117.6243283068159,"['宫', '怀', '闻', '定', '卫', '宣', '高', '臣', '家', '冈']",34.43795839606295,13746.0
184,荆,荆,Bronze,B00757,117.32065006730627,"['妆', '蚊', '犬', '嗣', '葬', '刑', '卜', '兑', '奴', '册']",31.66630093379353,11174.0
185,箭,箭,Bronze,B06422,121.04061585905252,"['受', '步', '期', '解', '玄', '虔', '觅', '蜀', '为', '萃']",29.072596980578275,9412.0
186,忘,忘,Bronze,B15434,111.44497558886698,"['合', '自', '同', '旨', '志', '君', '小', '吕', '司', '句']",25.10393797723053,8467.0
187,名,名,Bronze,B01197,97.74261738351436,"['各', '多', '斗', '玄', '以', '吕', '巳', '司', '己', '又']",24.63846263301088,8634.0
188,仔,仔,Bronze,B12371,109.98334053062868,"['外', '方', '在', '北', '休', '友', '月', '少', '性', '分']",26.77119533060599,9003.0
189,奉,奉,Bronze,B03344,107.19908915016318,"['寺', '告', '李', '束', '先', '昧', '敏', '老', '持', '未']",33.83954264522804,11628.0
190,仲,仲,Bronze,B12253,106.08863536409834,"['巾', '女', '中', '士', '甲', '母', '伯', '方', '七', '人']",20.873016870808424,7807.0
191,距,距,Bronze,B02631,131.88195502480642,"['幽', '路', '环', '无', '谋', '步', '药', '径', '识', '谁']",38.64319096326948,13545.0
192,亲,亲,Bronze,B13564,114.7894959383614,"['竞', '新', '兵', '卿', '人', '上', '语', '蚊', '限', '报']",36.56856483657185,13219.0
193,阿,阿,Bronze,B19710,122.2717620563226,"['师', '即', '歌', '辟', '既', '饭', '口', '旬', '夕', '狐']",37.08796634673808,13792.0
194,斯,斯,Bronze,B19482,128.58522370795507,"['育', '备', '颐', '期', '蔑', '饭', '威', '何', '箭', '圣']",42.28738746752254,15146.0
195,咏,咏,Bronze,B03045,114.92946908438614,"['替', '州', '千', '帝', '又', '身', '右', '考', '奄', '我']",26.062316143338414,7279.0
196,相,相,Bronze,B05032,116.5512750101192,"['旋', '共', '叔', '枚', '吹', '皮', '谢', '左', '省', '巨']",34.5237600092786,12282.0
197,柳,柳,Bronze,B08586,121.52558039132036,"['庄', '枚', '妹', '散', '楚', '拜', '林', '樊', '相', '和']",41.67895286016769,14597.0
198,甲,甲,Bronze,B20205,85.09888274690903,"['七', '弋', '才', '士', '兀', '人', '入', '巾', '矢', '上']",17.221936729860687,5963.0
199,尹,尹,Bronze,B03953,105.2371576477494,"['丑', '又', '禹', '天', '九', '弗', '王', '名', '次', '女']",30.436061319343093,11106.0
200,务,务,Bronze,B19048,120.65543082569812,"['敖', '栽', '我', '虞', '羽', '车', '熬', '何', '放', '戚']",23.567179180488196,10102.0
201,刚,刚,Bronze,B06352,121.59791430330586,"['甚', '侃', '逆', '仁', '往', '空', '待', '吴', '如', '曰']",36.56341919249674,11958.0
202,桐,桐,Bronze,B08622,117.07971486713068,"['商', '庚', '脐', '昧', '唐', '孝', '青', '博', '南', '康']",32.837489521116666,12232.0
203,承,承,Bronze,B16380,111.44169869736118,"['曲', '以', '唯', '焦', '州', '吹', '冉', '鸟', '共', '斗']",28.234404241902837,9674.0
204,梅,梅,Bronze,B08569,113.81839734563565,"['奢', '童', '秉', '事', '枣', '婚', '熏', '杀', '华', '李']",18.655617121556936,6790.0
205,史,史,Bronze,B04223,108.25003983209204,"['卑', '青', '脐', '多', '胃', '何', '均', '廿', '羞', '虞']",25.491102999487737,9681.0
206,越,越,Bronze,B01749,134.6730421518201,"['逞', '陆', '堵', '猎', '蔑', '举', '涉', '谏', '剩', '要']",33.932791140883346,11603.0
207,鼓,鼓,Bronze,B07336,132.75893649942526,"['贰', '戏', '嘉', '变', '节', '旧', '懈', '献', '整', '膳']",33.43579576211928,12755.0
208,妄,妄,Bronze,B17066,115.4351442375131,"['步', '呼', '寺', '志', '同', '得', '引', '罪', '皮', '勇']",23.227561635759418,8513.0
209,至,至,Bronze,B16129,96.0375694377729,"['尤', '玄', '糸', '引', '身', '诞', '干', '淑', '以', '子']",26.689088452955264,9387.0
210,匆,匆,Bronze,B14903,116.5753574867473,"['葱', '心', '恤', '水', '卅', '直', '它', '待', '少', '征']",31.10222408198637,10156.0
211,庚,庚,Bronze,B20487,117.1841255380385,"['康', '番', '唐', '桐', '老', '昧', '妾', '脐', '何', '甬']",33.02520348651496,12732.0
212,顺,顺,Bronze,B13649,123.61486180686887,"['濒', '视', '雍', '浮', '飨', '渴', '海', '减', '洛', '闻']",46.35202948028659,16311.0
213,半,半,Bronze,B01144,113.7692919420127,"['卒', '兑', '余', '少', '牛', '文', '分', '哀', '免', '舍']",27.06297549751845,8923.0
214,荣,荣,Bronze,B08608,112.93982850598952,"['营', '劳', '炎', '若', '涉', '萃', '禾', '和', '野', '诸']",32.504890257257806,10255.0
215,论,论,Bronze,B03006,122.15049111432988,"['秦', '裘', '齐', '犬', '午', '兵', '哀', '卒', '安', '厂']",27.241583183156862,11085.0
216,育,育,Bronze,B21022,120.7394525246486,"['陨', '祗', '为', '限', '需', '谋', '糯', '蔑', '斯', '黑']",37.23139453246949,13174.0
217,己,己,Bronze,B20426,86.51982770092782,"['纪', '以', '三', '口', '斗', '乙', '乃', '千', '上', '又']",25.623586976593142,8870.0
218,志,志,Bronze,B15336,113.3044159753084,"['者', '寺', '忘', '齿', '萃', '妄', '马', '脐', '备', '何']",27.073807747203514,9926.0
219,衡,衡,Bronze,B06413,114.9624461657152,"['素', '怀', '率', '佩', '退', '侧', '陆', '尝', '便', '愈']",33.907255938775585,11664.0
220,电,电,Bronze,B15872,123.68060049376834,"['乔', '糯', '需', '午', '寡', '乙', '上', '饭', '客', '尺']",34.525156368910025,9956.0
221,寺,寺,Bronze,B04498,106.07432054181744,"['持', '萃', '奉', '李', '市', '肖', '吴', '志', '禾', '何']",21.26173982546172,6977.0
222,逆,逆,Bronze,B02108,114.84101113688864,"['往', '待', '征', '过', '佩', '搏', '刚', '休', '羞', '巳']",31.776504539995333,10259.0
223,趣,趣,Bronze,B01746,141.0553346894454,"['备', '整', '饭', '返', '临', '诃', '歌', '报', '寇', '庙']",42.967840609621454,14735.0
224,宴,宴,Bronze,B11342,117.2637469687935,"['宫', '室', '宰', '实', '厉', '图', '傧', '家', '庙', '怀']",40.14460375686576,14698.0
225,定,定,Bronze,B11322,114.78746407697922,"['冒', '句', '宫', '向', '边', '尝', '君', '尚', '哀', '宜']",30.096036991002627,10366.0
226,扑,扑,Bronze,B16525,124.7632269243417,"['整', '播', '谏', '戏', '聋', '筑', '识', '婚', '无', '浅']",44.00095595702666,15350.0
227,邓,邓,Bronze,B09842,144.48708406408886,"['蒙', '鹿', '登', '荒', '艰', '变', '祈', '举', '嘉', '观']",44.65409826444662,15628.0
228,乍,乍,Bronze,B17717,114.1701846391725,"['止', '杜', '在', '曰', '山', '必', '之', '父', '性', '士']",28.463148378441673,9836.0
229,殃,殃,Bronze,B06124,124.72008194173868,"['诸', '密', '谓', '过', '宪', '为', '步', '蜀', '劳', '虔']",32.92126055694963,12713.0
230,迟,迟,Bronze,B02177,120.12043824264542,"['违', '过', '待', '怀', '会', '奔', '乙', '征', '上', '任']",37.20491592320968,12221.0
231,后,后,Bronze,B13960,104.3525181192231,"['石', '斤', '尚', '宕', '反', '征', '厂', '向', '正', '加']",33.25969890074156,11647.0
232,宕,宕,Bronze,B11763,112.09453676653166,"['尚', '后', '石', '向', '宾', '征', '宗', '常', '永', '厂']",37.48468780677542,12646.0
233,仕,仕,Bronze,B12243,106.0777429588339,"['奴', '在', '月', '蚊', '井', '廿', '人', '伯', '尺', '士']",22.79095034785988,7686.0
234,雕,雕,Bronze,B00562,115.43852956101097,"['用', '勇', '且', '南', '丹', '井', '凡', '杜', '射', '曰']",36.444360926175676,13815.0
235,冀,冀,Bronze,B12627,126.33357242837393,"['曾', '奄', '逸', '彼', '惠', '恵', '翼', '遗', '鹿', '旧']",34.06579282162114,13722.0
236,因,因,Bronze,B09425,109.83574051081874,"['百', '依', '耳', '宅', '巫', '田', '甸', '宋', '贝', '丹']",36.688889805019876,13520.0
237,进,进,Bronze,B02061,131.09722385189818,"['退', '达', '违', '逆', '保', '衡', '迟', '仆', '传', '疆']",35.54245436124071,12089.0
238,舟,舟,Bronze,B13225,94.2651222402416,"['正', '止', '士', '丘', '卅', '亡', '王', '廿', '伯', '性']",23.24403368894443,8428.0
239,善,善,Bronze,B03156,137.23484138648467,"['膳', '旧', '婚', '缄', '尝', '听', '磷', '义', '蛮', '卫']",42.14028605635809,14479.0
240,文,文,Bronze,B13927,92.79107780718772,"['卒', '衣', '牙', '伯', '午', '斗', '六', '兑', '免', '交']",24.38570813325667,8288.0
241,祠,祠,Bronze,B00285,124.30192890218208,"['黍', '宋', '上', '宵', '宗', '测', '祭', '尚', '犬', '宕']",47.65698171377927,16502.0
242,尤,尤,Bronze,B20265,102.22990232295884,"['至', '丑', '虎', '九', '文', '引', '斗', '蔡', '伏', '免']",17.561015221804443,5979.0
243,渴,渴,Bronze,B15607,121.9542444615391,"['济', '沙', '没', '流', '雍', '顺', '尊', '棘', '庄', '黍']",35.67956547985015,13435.0
244,匡,匡,Bronze,B17948,132.40039562486749,"['讳', '环', '膳', '对', '盛', '唯', '狱', '诈', '远', '听']",42.716998747585464,16510.0
245,既,既,Bronze,B07821,116.70694543123162,"['即', '何', '师', '玄', '威', '队', '脐', '鞭', '哉', '辟']",35.412542299813296,13182.0
246,星,星,Bronze,B10272,121.11062237690372,"['乐', '幽', '毕', '单', '药', '维', '男', '侧', '夏', '惟']",33.47583718642189,13326.0
247,燮,燮,Bronze,B14896,127.06806945368616,"['郁', '羽', '问', '圣', '箭', '受', '平', '功', '工', '为']",39.037725050338295,11948.0
248,而,而,Bronze,B14475,124.82226153869765,"['永', '任', '录', '夹', '祭', '宾', '鸣', '尚', '天', '唬']",36.1657553930273,12667.0
249,竹,竹,Bronze,B06421,100.1101570254701,"['壮', '井', '在', '林', '丹', '卜', '木', '朱', '七', '甲']",26.682067974167964,8964.0
250,疆,疆,Bronze,B18060,103.91521753380752,"['强', '受', '保', '纪', '博', '传', '任', '会', '尊', '廿']",39.18577902894939,14808.0
251,龙,龙,Bronze,B16012,109.80346964490528,"['畜', '适', '帝', '季', '客', '唯', '焦', '逐', '吾', '鸟']",28.63446385546405,10036.0
252,虑,虑,Bronze,B15319,111.22623940798204,"['恐', '忍', '纪', '乙', '唯', '惑', '以', '己', '三', '谋']",25.781735787127655,9561.0
253,夺,夺,Bronze,B05649,127.78832551921134,"['钟', '宿', '应', '辞', '裔', '电', '扰', '广', '庙', '匿']",30.415611815569445,10140.0
254,章,章,Bronze,B03208,116.0350576885651,"['适', '亿', '畜', '语', '敌', '龙', '竞', '帝', '幼', '淑']",29.50361325064366,11457.0
255,纪,纪,Bronze,B18221,80.47380845657867,"['己', '口', '三', '乃', '以', '上', '巳', '乙', '日', '尸']",27.649917042752755,9989.0
256,四,四,Bronze,B19795,100.03288145732944,"['三', '气', '王', '玉', '弓', '上', '纪', '于', '引', '斗']",32.7694688107472,10952.0
257,速,速,Bronze,B02093,123.29096674909616,"['萃', '劳', '者', '洛', '乘', '束', '慎', '共', '戚', '相']",39.03488305503703,14026.0
258,折,折,Bronze,B00801,120.43052080523852,"['朝', '备', '枚', '赶', '此', '颐', '析', '加', '刑', '朱']",32.715173728461146,10785.0
259,鲜,鲜,Bronze,B15982,132.9469140037109,"['撸', '婚', '膳', '尽', '龚', '画', '早', '童', '参', '愚']",33.87344462875437,12816.0
260,稻,稻,Bronze,B10997,134.5710920346848,"['料', '上', '整', '器', '樊', '鄂', '没', '狱', '二', '浅']",39.79952431997524,12314.0
261,吁,吁,Bronze,B01611,107.42699335925695,"['可', '氏', '司', '王', '于', '脐', '前', '丁', '丑', '正']",22.729977900857843,7965.0
262,坡,坡,Bronze,B18684,122.68051330860244,"['鸟', '游', '勒', '皮', '俱', '上', '纪', '璜', '缶', '夹']",35.97596088129772,12642.0
263,亟,亟,Bronze,B18634,117.88134436481523,"['功', '薛', '上', '敬', '壬', '王', '酱', '工', '午', '适']",40.200416986800626,13231.0
264,宗,宗,Bronze,B11807,118.14591320203724,"['冒', '宾', '宕', '家', '裘', '尚', '定', '向', '字', '肯']",37.57957825711488,12559.0
265,孰,孰,Bronze,B03737,135.9312521295796,"['配', '宠', '郭', '禽', '祖', '堂', '鲁', '高', '密', '鱼']",30.836577601830754,12585.0
266,归,归,Bronze,B01810,131.32572073576938,"['贤', '割', '害', '祖', '威', '讯', '辟', '师', '棺', '启']",33.174219494110986,11596.0
267,曹,曹,Bronze,B07000,138.70880354762747,"['转', '然', '敖', '农', '较', '撸', '静', '孝', '鹿', '恕']",45.41361446547291,17992.0
268,旋,旋,Bronze,B10100,117.4489672651172,"['左', '相', '父', '省', '旗', '卜', '加', '句', '丹', '昌']",31.470050791938768,10755.0
269,晨,晨,Bronze,B03498,116.1183724851459,"['君', '俱', '慕', '边', '承', '勇', '吕', '曲', '宠', '皮']",35.971269867241894,12297.0
270,罚,罚,Bronze,B06372,132.15273731428064,"['岩', '始', '听', '围', '昱', '期', '解', '要', '蔑', '监']",37.21921185104951,14265.0
271,讯,讯,Bronze,B03019,121.96995566006974,"['器', '飨', '雷', '辟', '乐', '庄', '经', '一', '玄', '犬']",41.322008562067374,15264.0
272,汪,汪,Bronze,B15565,120.16537771372371,"['黍', '湛', '沈', '攸', '搏', '海', '汤', '淮', '社', '散']",35.159198480007106,10885.0
273,戟,戟,Bronze,B17452,112.43670277266524,"['鬼', '或', '武', '伐', '禹', '午', '天', '乘', '戎', '爽']",33.27199288225005,11692.0
274,厚,厚,Bronze,B08442,132.94008140692668,"['贰', '艰', '节', '彼', '步', '页', '昱', '郑', '捷', '具']",31.610231842618727,11789.0
275,勋,勋,Bronze,B19046,140.64421983014876,"['贺', '懈', '乌', '祖', '紫', '焉', '参', '彻', '赐', '旅']",40.69482072284242,13798.0
276,赐,赐,Bronze,B09556,118.15207989747894,"['脐', '康', '是', '以', '右', '均', '亲', '曾', '夹', '冉']",31.600444466763282,11254.0
277,扬,扬,Bronze,B16494,128.54921939147476,"['厂', '视', '头', '璧', '蔑', '上', '卿', '仆', '廿', '量']",38.06509081323344,12196.0
278,赋,赋,Bronze,B09656,123.28142957463186,"['播', '教', '语', '亟', '留', '脐', '颐', '梅', '获', '龙']",30.489872432253744,10766.0
279,旧,旧,Bronze,B05662,119.84035946171772,"['减', '去', '卫', '盛', '皆', '唯', '膳', '善', '尝', '惑']",32.32704922854459,11713.0
280,幻,幻,Bronze,B05937,106.4515350487442,"['兹', '丝', '夕', '网', '月', '丑', '伯', '至', '尸', '斗']",32.47261922954795,11632.0
281,神,神,Bronze,B00220,114.30083569253924,"['良', '名', '奄', '旬', '均', '申', '玄', '纪', '以', '多']",33.69466458823201,11657.0
282,舞,舞,Bronze,B08512,143.0060543548386,"['无', '惧', '逞', '汉', '荐', '然', '扑', '辞', '龚', '慈']",42.87745533251342,16800.0
283,姊,姊,Bronze,B16974,123.68928057250857,"['犬', '备', '姑', '武', '蚊', '夹', '织', '葬', '午', '上']",40.914074636047076,14588.0
284,会,会,Bronze,B08051,123.315985773332,"['疆', '强', '违', '尊', '怀', '迟', '逢', '衡', '宣', '卫']",39.919339975707224,13663.0
285,侃,侃,Bronze,B15668,116.94774351616137,"['仁', '刚', '甚', '吴', '友', '如', '保', '纪', '休', '逆']",30.266232164579094,9565.0
286,宾,宾,Bronze,B09585,105.68357725238472,"['向', '安', '家', '尚', '免', '官', '内', '字', '陶', '宗']",36.295865478571784,12353.0
287,过,过,Bronze,B02056,113.5000887881618,"['待', '征', '奔', '逆', '卫', '迟', '尝', '依', '裘', '边']",32.396498194851446,10549.0
288,卫,卫,Bronze,B02606,110.7210084304972,"['尝', '边', '宫', '宣', '闻', '怀', '皆', '素', '过', '枪']",33.5871445421115,10969.0
289,力,力,Bronze,B19045,110.33008697243046,"['父', '至', '台', '以', '功', '士', '廿', '午', '亡', '土']",16.93910380857406,5712.0
290,秦,秦,Bronze,B11160,117.93987155517888,"['论', '裘', '磷', '铃', '初', '铺', '午', '寝', '齐', '冉']",37.477023842880826,13310.0
291,孚,孚,Bronze,B03645,110.32922010446006,"['卓', '采', '牙', '孔', '子', '不', '禾', '兄', '玄', '于']",23.57300674669047,7796.0
292,每,每,Bronze,B00728,115.37154389306664,"['母', '免', '见', '女', '次', '引', '辛', '又', '兑', '亲']",30.060494058298264,10142.0
293,败,败,Bronze,B04696,145.10964573779236,"['彻', '乌', '赐', '降', '维', '婴', '兽', '戏', '懈', '槃']",39.31853738245016,14238.0
294,关,关,Bronze,B16227,126.67772120329936,"['闭', '钧', '妇', '侧', '俱', '祖', '实', '边', '节', '蔑']",45.46020650035392,15382.0
295,欧,欧,Bronze,B04477,124.36889086263396,"['故', '识', '牧', '素', '闻', '贼', '官', '原', '节', '稽']",39.189581841554705,12546.0
296,追,追,Bronze,B02237,129.04537556786642,"['丧', '逸', '是', '及', '纪', '神', '咏', '乙', '奄', '巳']",30.88746588585687,10114.0
297,奔,奔,Bronze,B15077,117.7301176682668,"['过', '待', '队', '尝', '密', '脐', '边', '盆', '辟', '率']",29.78568946624884,9019.0
298,须,须,Bronze,B13850,122.46737991941902,"['颜', '永', '庙', '应', '边', '素', '录', '安', '唯', '宵']",32.63023575374116,11843.0
299,攸,攸,Bronze,B04678,116.010303246455,"['伐', '搏', '葬', '休', '汪', '传', '待', '便', '攻', '佩']",30.910715553615237,10195.0
300,中,中,Bronze,B00676,102.03286951127356,"['牛', '木', '仲', '兄', '毛', '凡', '朱', '甸', '生', '氏']",26.687708229342654,9848.0
301,书,书,Bronze,B04371,124.35309222674827,"['昼', '重', '秉', '敖', '枣', '童', '亿', '责', '盅', '华']",30.876445300078736,11283.0
302,自,自,Bronze,B05230,106.75089537292138,"['同', '贝', '孟', '曰', '首', '目', '君', '吕', '忘', '步']",33.022474790111765,12272.0
303,忧,忧,Bronze,B08501,126.47959793329292,"['闻', '炎', '飨', '匿', '为', '解', '乐', '颂', '顺', '奚']",28.261842318999943,10122.0
304,佩,佩,Bronze,B12245,111.9281571353478,"['侧', '休', '仆', '伐', '待', '衡', '搏', '逆', '廿', '边']",32.368247340297295,11273.0
305,顶,顶,Bronze,B13631,137.0873091409049,"['睿', '然', '嘉', '扰', '显', '听', '陨', '观', '郑', '真']",27.131336766416098,11214.0
306,农,农,Bronze,B03514,132.13792596874546,"['桐', '庄', '与', '鄂', '楚', '撸', '慕', '鹿', '整', '曹']",36.17560821759456,12872.0
307,鞭,鞭,Bronze,B03555,119.01074373200775,"['玄', '卓', '毋', '虔', '即', '既', '君', '问', '名', '子']",32.44162662579617,11230.0
308,册,册,Bronze,B02695,128.226661844254,"['荆', '沦', '柳', '上', '妆', '典', '樊', '若', '庄', '卜']",41.93905219291781,16308.0
309,雨,雨,Bronze,B15859,116.38841258434776,"['字', '宋', '瓜', '安', '纳', '狐', '口', '丙', '启', '限']",37.13163507369089,12444.0
310,稣,稣,Bronze,B11142,122.96064725208792,"['获', '受', '参', '虞', '育', '蔑', '糯', '恕', '慕', '逸']",40.20178572097542,16244.0
311,果,果,Bronze,B08652,118.3699580506875,"['毕', '量', '卑', '得', '谓', '俾', '某', '胃', '孔', '单']",35.166085877331895,12465.0
312,征,征,Bronze,B02031,97.63242308634004,"['乏', '牙', '衣', '徒', '三', '上', '厂', '伯', '午', '正']",25.911809385772024,8083.0
